Zip,ICS,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
93257,532299,2006,60,2,2.0,2,2,0,2,1,1,2006,10000,0,0,10000,8500
94585,531210,2006,240,9,1.0,2,0,1,1,0,1,2006,404000,0,0,404000,404000
92103,531390,2006,55,3,1.0,0,3,0,1,2,1,2006,58000,1,35000,35000,17500
91607,531311,2006,43,2,1.0,0,2,0,1,1,1,2006,15000,1,9830,10000,5000
91355,531210,2006,84,7,1.0,0,7,0,1,1,1,2006,15000,0,0,15000,7500
93730,531210,2006,84,1,1.0,0,1,0,1,2,1,2006,25000,0,0,25000,12500
90716,531210,2006,84,2,1.0,0,2,0,1,2,1,2006,100000,0,0,100000,50000
95690,531210,2006,60,1,2.0,0,1,0,1,1,1,2006,23000,1,22998,23000,11500
95148,531210,2006,279,12,1.0,0,12,1,1,0,1,2006,441000,1,181156,441000,330750
90503,531210,2006,60,10,1.0,2,10,1,1,1,1,2006,110000,1,90000,100000,50000
93449,531210,2006,36,1,2.0,0,1,0,2,1,1,2006,109368,0,0,50000,25000
95337,531210,2006,240,5,1.0,10,0,1,1,0,1,2006,344000,0,0,344000,344000
93535,531320,2006,56,1,1.0,0,1,0,1,2,1,2006,10000,1,10000,10000,5000
91343,531210,2006,62,1,1.0,0,1,0,1,1,1,2006,34200,1,23200,24000,12000
92109,531320,2006,61,15,1.0,0,15,0,1,1,1,2006,162394,1,94561,100000,50000
94531,531210,2006,240,1,2.0,15,0,89658,1,0,1,2006,547000,0,0,547000,547000
92591,531311,2006,47,10,1.0,0,10,0,1,2,1,2006,150000,1,85000,85000,42500
95062,531210,2006,9,1,1.0,4,1,0,1,2,1,2006,100000,1,20484,100000,50000
95131,531210,2006,84,2,1.0,2,4,0,1,1,1,2006,48204,0,0,48000,24000
92107,531390,2006,70,2,1.0,0,2,0,1,1,1,2006,44581,1,22353,30000,15000
95132,531210,2006,84,1,1.0,0,1,0,1,1,1,2006,16000,0,0,16000,8000
90010,531320,2006,72,8,2.0,5,13,0,1,1,1,2006,309056,0,0,150000,75000
92867,531320,2006,84,3,1.0,1,4,0,1,1,1,2006,43922,0,0,25000,12500
95110,531210,2006,84,3,1.0,0,3,0,1,1,1,2007,78180,0,0,20000,10000
94533,531210,2006,68,4,2.0,2,6,0,1,1,1,2006,33528,1,30000,30000,15000
90242,532490,2006,84,11,1.0,0,11,1,1,1,1,2006,15000,0,0,15000,7500
90808,531390,2006,66,3,1.0,2,3,0,1,2,1,2006,75000,1,71384,75000,37500
92562,531210,2006,259,2,1.0,2,2,1,1,0,1,2006,502530,1,190658,521538,391153
92009,531390,2006,44,1,1.0,0,1,0,1,1,1,2006,132480,1,29016,29600,14800
95204,531210,2006,65,1,1.0,0,1,0,1,2,1,2006,15000,1,14139,15000,12750
92870,531210,2006,55,5,1.0,2,5,0,1,2,1,2006,50000,1,41569,50000,25000
95201,532111,1998,84,21,2.0,0,0,1,0,0,2,1998,100000,0,0,100000,80000
91016,531390,2006,45,6,1.0,0,6,0,1,1,1,2006,121612,1,49701,50000,25000
92626,531390,2006,240,2,1.0,1,2,1,1,0,1,2006,150000,0,0,150000,150000
93221,531210,2006,84,1,1.0,0,1,0,1,2,1,2006,15000,0,0,15000,7500
95070,531210,2006,240,100,2.0,50,0,1,1,0,1,2006,785000,0,0,785000,785000
90066,532230,1998,84,6,1.0,0,0,1,0,0,1,1998,27000,0,0,27000,13500
91405,532120,1998,120,20,1.0,0,0,1,0,0,1,1998,1000000,0,0,1000000,750000
95816,531210,2007,84,1,2.0,0,1,0,1,1,1,2006,13000,0,0,10000,5000
95959,532299,2007,84,1,1.0,0,1,0,1,2,1,2006,25000,0,0,25000,12500
95695,531210,2007,84,1,1.0,0,1,0,1,1,1,2006,62758,0,0,33000,16500
92505,531210,2006,99,1,2.0,1,1,1,1,0,1,2006,60000,1,49121,60000,30000
92086,532490,2006,35,3,1.0,0,3,1,2,1,1,2006,62933,1,25680,30000,15000
92627,531120,2007,69,2,2.0,6,8,0,1,2,1,2006,5000,1,4885,5000,4250
96080,531210,2007,56,1,2.0,2,1,0,1,2,1,2006,20000,1,20000,20000,10000
92886,531390,2007,84,1,1.0,0,1,0,1,1,1,2006,68571,0,0,30000,15000
95132,531210,2006,120,2,2.0,2,2,1,1,0,1,2006,105000,0,0,105000,89250
92882,531210,2006,57,1,1.0,2,3,1,1,1,1,2006,48948,1,24320,25000,12500
92882,531210,2006,35,1,1.0,2,3,1,1,1,1,2006,11688,1,4466,5000,2500
92359,531312,2006,84,1,1.0,3,1,1,1,1,1,2006,10000,0,0,10000,5000
92701,531311,2007,52,2,2.0,2,4,0,1,1,1,2006,50192,1,19999,20000,10000
94513,531210,2006,240,7,1.0,12,1,1,1,0,1,2007,475000,0,0,475000,475000
95377,531210,2007,84,1,1.0,0,1,0,1,2,1,2006,15000,0,0,15000,7500
95131,531210,2007,84,3,1.0,0,3,0,1,1,1,2007,232760,0,0,50000,25000
91344,532230,2007,60,4,1.0,0,4,0,1,2,1,2006,70000,0,0,70000,59500
94587,531320,2007,84,3,1.0,2,3,0,1,2,1,2006,25000,0,0,25000,12500
93529,532120,1998,120,7,1.0,0,0,1,0,2,1,1998,360000,0,0,360000,270000
95138,531390,2007,220,23,1.0,0,23,0,1,2,1,2006,791000,1,11599,791000,593250
90045,532210,2006,55,1,1.0,0,1,1,2,1,1,2006,58725,1,29630,30000,15000
92264,531210,2007,67,1,1.0,1,1,0,1,2,1,2006,35000,1,33314,35000,17500
94123,531210,2007,90,2,1.0,4,2,0,1,2,1,2006,50000,0,0,50000,25000
95131,531210,2007,84,1,2.0,0,1,0,1,2,1,2006,25000,0,0,25000,12500
94110,532230,1998,84,5,1.0,0,0,1,0,0,2,1998,60000,0,0,60000,48000
92127,531210,2007,33,1,1.0,0,1,0,1,2,1,2006,62500,1,35000,35000,17500
94087,531390,2007,84,1,1.0,0,1,0,1,1,1,2007,25000,0,0,25000,12500
92116,531210,2007,58,2,1.0,0,2,0,1,2,1,2006,35000,1,29843,35000,17500
91914,531210,2006,275,2,2.0,0,2,1,1,0,1,2006,590600,1,302116,590600,442950
94550,531190,2007,84,5,1.0,0,5,0,1,1,1,2007,264888,0,0,100000,50000
92101,531390,2007,52,1,1.0,1,2,0,1,1,1,2006,40212,1,19954,20000,10000
95624,531210,2006,259,2,1.0,0,2,1,1,0,1,2006,531700,1,102282,531700,398775
93101,531210,2007,39,4,1.0,0,4,0,1,1,1,2006,52000,1,34000,35000,17500
94514,531390,2007,42,4,1.0,0,4,0,1,1,1,2006,45818,1,9852,10000,5000
94954,531311,2006,58,2,1.0,0,2,1,2,1,1,2006,67146,1,24389,25000,12500
93010,531210,2007,57,6,2.0,0,6,0,1,1,1,2006,74900,1,48892,50000,25000
94404,532490,2007,84,1,2.0,2,3,0,1,1,1,2006,102653,0,0,33000,16500
90706,532111,1998,120,1,1.0,0,0,69560,0,0,1,1998,50000,0,0,50000,40000
90094,531390,2006,84,1,1.0,1,1,1,1,1,1,2006,109300,0,0,50000,25000
90660,531210,2007,49,1,2.0,0,1,0,1,1,1,2006,11850,1,4900,5000,2500
90651,531390,2007,57,2,2.0,0,2,0,1,2,1,2006,19500,1,10000,10000,5000
90245,531312,2007,30,2,2.0,0,2,0,1,1,1,2006,88080,1,49088,50000,25000
92879,531311,2007,84,1,2.0,0,1,0,1,1,1,2006,36379,0,0,20000,10000
93933,532230,1998,84,5,1.0,0,0,1,0,0,1,1998,60000,0,0,60000,48000
93711,531210,2007,12,1,2.0,1,1,0,1,1,1,2006,250000,0,0,250000,187500
90717,532230,1998,98,20,1.0,0,0,1,0,0,2,1998,100000,0,0,100000,80000
95691,531210,2007,60,1,2.0,1,2,0,1,2,1,2006,32100,0,0,32100,16050
90010,531311,2007,52,8,1.0,0,8,0,1,1,1,2006,159432,1,100000,100000,50000
92867,531390,2006,57,10,1.0,5,10,1,1,0,1,2006,150000,1,150000,150000,127500
94531,531210,2006,58,4,1.0,0,4,1,2,1,1,2006,63864,1,29978,30000,15000
95831,531210,2007,22,1,1.0,0,1,0,1,1,1,2006,85682,1,19199,29000,14500
93232,532230,1998,60,4,1.0,0,0,1,0,0,1,1998,29000,0,0,29000,14500
91040,531210,2006,26,1,1.0,1,2,1,1,1,1,2008,97836,1,47554,50000,25000
93230,532230,1998,276,23,1.0,0,0,1,0,0,1,1999,881800,0,0,881800,661350
94401,531210,2007,48,1,1.0,0,1,0,1,1,1,2007,339070,1,85000,100000,50000
93003,532230,1998,120,6,1.0,0,0,1,0,0,1,1998,105000,0,0,105000,78750
92804,531210,2006,1,3,1.0,0,3,1,1,1,1,2006,20646,1,8430,12500,6250
91910,531210,2006,277,4,1.0,0,0,1,1,2,1,2006,640700,1,37919,640700,480525
92807,531210,2007,84,5,2.0,0,5,0,1,1,1,2007,12550,0,0,10000,5000
92104,531210,2007,65,1,1.0,1,1,0,1,1,1,2006,110000,1,100000,100000,50000
94134,531110,1998,300,7,1.0,0,0,1,0,2,1,1998,188000,0,0,200000,150000
91710,531210,2006,300,4,1.0,0,4,1,1,0,1,2006,230500,0,0,230500,172875
96001,531210,2006,240,13,1.0,37,13,68060,2,0,1,2006,389000,0,0,392000,392000
92109,531390,2007,59,5,1.0,3,8,0,1,1,1,2006,40808,1,19690,20000,10000
92037,531210,2007,84,1,2.0,0,1,0,1,1,1,2007,50000,0,0,50000,25000
92116,531210,2006,29,2,1.0,0,2,37481,1,1,1,2006,115984,1,37499,40000,20000
92083,531210,2006,84,1,1.0,0,1,1,1,1,1,2006,18770,0,0,10000,5000
91941,531210,2007,97,1,1.0,0,1,0,1,2,1,2006,25000,1,23022,25000,21250
92592,531311,2007,54,4,1.0,0,4,0,1,1,1,2007,127962,1,48152,50000,25000
92865,531210,2007,65,7,1.0,2,7,0,1,2,1,2007,100000,1,88157,100000,50000
94607,531390,2007,48,3,1.0,0,3,0,1,1,1,2006,38876,1,14340,20000,10000
91335,532111,1998,300,5,1.0,0,0,1,0,0,1,1998,180000,0,0,180000,135000
95014,531320,2007,84,2,1.0,0,2,0,1,2,1,2007,25000,0,0,25000,12500
92037,531210,2006,84,3,1.0,1,3,1,2,1,1,2006,50000,0,0,50000,25000
90404,531311,2006,75,5,1.0,0,5,1,2,1,1,2006,54913,1,50000,50000,25000
90040,531130,2007,84,4,2.0,0,4,0,1,1,1,2006,22500,0,0,15000,7500
90401,532120,1998,84,10,1.0,0,0,1,0,1,1,1998,50000,0,0,50000,25000
93534,531390,2007,65,3,1.0,2,3,0,1,1,1,2007,35000,1,34000,35000,17500
91340,532120,1998,300,4,1.0,2,0,1,0,0,1,1998,688500,0,0,688500,516375
92069,531210,2006,27,100,1.0,0,100,1,1,0,1,2006,610000,1,552478,610000,457500
94941,531210,2007,67,2,1.0,1,2,0,1,2,1,2007,100000,1,91904,100000,50000
92108,531390,2006,32,4,1.0,1,5,1,1,1,1,2006,77538,1,34999,35000,17500
94070,531320,2007,70,1,1.0,1,1,0,1,2,1,2007,15000,1,15000,15000,7500
90020,531210,2007,54,1,2.0,1,1,0,1,2,1,2007,20000,1,16414,20000,17000
94070,531320,2006,46,2,1.0,0,2,1,1,1,1,2006,29961,1,19974,20000,10000
95991,532299,2007,50,2,2.0,0,2,0,1,1,1,2007,39274,1,18534,20000,10000
95630,531390,2007,51,2,2.0,0,2,0,1,1,1,2007,109424,1,40000,40000,20000
93704,531210,2007,20,4,1.0,0,4,0,1,1,1,2007,23489,1,3596,10000,5000
90703,531390,2006,0,4,1.0,4,4,1,1,1,1,2006,101056,1,49256,50000,25000
90703,531390,2006,36,4,1.0,4,4,1,1,1,1,2006,14649,1,5249,10000,5000
93274,531120,2006,240,1,2.0,15,0,43571,1,0,1,2007,497000,0,0,497000,497000
90020,532230,2007,47,1,1.0,1,1,0,1,2,1,2007,15000,1,10854,15000,12750
94941,531190,2007,84,2,2.0,0,2,0,1,1,1,2007,94049,0,0,50000,25000
95762,531390,2007,59,1,2.0,0,1,0,1,1,1,2007,35266,1,20000,20000,10000
92553,532299,2006,61,2,1.0,0,2,1,1,1,1,2006,14950,1,9618,10000,5000
93247,531311,2007,58,1,1.0,0,1,0,1,2,1,2007,19000,1,19000,19000,9500
91306,531210,2007,34,2,1.0,2,2,0,1,2,1,2007,15000,1,7263,15000,12750
93257,532299,2007,99,2,1.0,2,2,0,1,2,1,2007,67500,1,62814,67500,57375
93257,532299,2007,50,2,1.0,2,2,0,1,3,1,2007,10000,1,9179,10000,8500
90222,531311,2007,57,2,1.0,0,2,0,1,2,1,2007,89000,1,49500,50000,25000
94903,531210,2007,84,2,1.0,0,2,0,1,1,1,2007,96367,0,0,30000,15000
91204,531210,2007,84,9,2.0,0,9,0,1,1,1,2007,87550,0,0,35000,17500
91352,532490,2007,300,7,1.0,3,4,0,1,2,1,2007,526000,0,0,526000,394500
93021,532292,2007,93,0,2.0,1,1,0,1,2,1,2007,193200,1,169818,193200,144900
94107,531210,2006,4,3,1.0,0,3,1,1,1,1,2006,52508,1,24414,25000,12500
90240,531210,2007,53,4,1.0,3,7,0,1,1,1,2007,163743,1,49140,50000,25000
92660,531210,2007,43,6,1.0,0,6,0,1,1,1,2007,81750,1,34500,35000,17500
92625,531320,2007,60,2,1.0,0,2,0,1,2,1,2007,100000,1,82020,100000,50000
95138,531210,2007,60,2,2.0,0,2,0,1,2,1,2007,19300,0,0,19300,9650
91941,531210,2007,64,5,2.0,0,5,0,1,1,1,2007,65000,1,50000,50000,25000
93940,531320,2007,84,1,1.0,0,1,0,1,2,1,2007,50000,0,0,50000,25000
91360,532490,2007,69,1,1.0,3,1,0,1,2,1,2007,10000,1,9049,10000,8500
90504,532230,2007,44,2,1.0,0,2,0,1,2,1,2007,82500,1,51274,82500,41250
90620,531320,2006,73,25,1.0,0,25,1,1,1,1,2006,20000,1,19489,20000,10000
91941,531390,2007,65,1,1.0,0,1,0,1,1,1,2007,101173,1,44879,50000,25000
92404,532230,2006,60,2,1.0,2,2,1,1,0,1,2006,100000,0,0,100000,50000
92860,531210,2007,62,6,1.0,0,6,0,1,2,1,2007,55000,1,34500,35000,17500
95008,531210,2007,63,2,1.0,0,2,0,1,1,1,2007,22543,1,18954,20000,10000
90807,531320,2007,59,4,1.0,0,4,0,1,1,1,2007,83323,1,82500,82500,41250
95014,531320,2006,84,2,1.0,0,2,1,2,1,1,2006,70460,0,0,25000,12500
92505,531320,2007,57,1,1.0,0,1,0,1,2,1,2007,69000,1,34450,35000,17500
90808,531210,2007,49,1,1.0,0,1,0,1,2,1,2007,100000,1,59149,100000,50000
93003,532299,2007,84,16,1.0,0,16,0,1,1,1,2007,37500,0,0,25000,12500
93638,531210,2006,275,16,1.0,5,16,68905,2,0,1,2006,240000,1,156200,240000,180000
93638,531210,2006,88,16,1.0,5,16,68905,2,0,1,2006,160000,1,149780,160000,120000
94107,531210,2006,240,50,1.0,15,0,1,1,0,1,2006,341000,0,0,341000,341000
93638,531210,2006,273,16,1.0,5,16,68905,2,0,1,2006,120000,1,23199,120000,90000
94954,531311,2007,69,2,1.0,0,2,0,1,1,1,2007,100000,1,49021,50000,25000
91324,532230,2006,60,2,1.0,0,2,1,1,0,1,2006,104000,0,0,104000,41600
94301,531210,2007,26,1,1.0,5,6,0,1,2,1,2007,55000,1,32999,75000,37500
94116,532299,2007,84,1,2.0,1,0,0,1,2,1,2007,10000,0,0,10000,8500
95757,531210,2007,35,1,1.0,0,1,0,1,1,1,2007,17924,1,10392,12000,6000
92024,531210,2007,45,1,1.0,2,1,0,1,1,1,2007,77149,1,4763,25000,12500
95816,531210,2006,240,16,1.0,15,0,1,1,0,1,2006,580000,0,0,580000,580000
94506,531210,2007,60,2,1.0,1,2,0,1,1,1,2007,78000,1,50000,50000,25000
95111,531390,2007,84,3,2.0,0,3,0,1,1,1,2007,5000,0,0,5000,2500
91101,531210,2007,111,6,2.0,0,6,0,1,2,1,2007,35331,0,0,35000,17500
93612,531210,1998,84,7,1.0,0,0,1,0,0,1,1998,30000,0,0,30000,24000
95620,531320,2007,62,2,1.0,0,2,0,1,1,1,2007,59764,1,49986,50000,25000
90706,531210,2007,268,14,1.0,0,14,0,1,2,1,2007,481500,1,351877,481500,361125
91344,531210,2007,68,1,1.0,0,1,0,1,2,1,2007,50000,1,46714,50000,25000
90069,531210,2007,84,12,1.0,0,12,0,1,1,1,2007,47000,0,0,35000,17500
94521,531390,2007,63,2,1.0,0,2,0,1,1,1,2007,49546,1,44750,45000,22500
93706,532111,1998,120,5,1.0,0,0,1,0,2,1,1998,300000,0,0,300000,225000
91106,531210,2006,48,1,1.0,0,1,1,2,1,1,2006,74093,1,23961,25000,12500
90020,532230,1998,12,2,1.0,0,0,1,0,1,1,1998,25000,1,10954,25000,12500
93710,531210,2007,84,4,1.0,1,4,0,1,1,1,2007,30000,0,0,20000,10000
92891,532412,2007,120,2,2.0,1,2,0,1,2,1,2007,300000,0,0,300000,225000
92821,531210,2007,59,15,1.0,0,15,0,1,1,1,2007,50000,1,50000,50000,25000
92116,532490,1998,300,1,1.0,0,0,1,0,2,1,1998,134000,0,0,134000,100500
96161,531390,2007,55,5,1.0,1,5,0,1,2,1,2007,100000,1,80455,100000,50000
91709,532299,2007,84,1,1.0,1,1,0,1,2,1,2007,25000,0,0,25000,21250
92656,532490,2006,84,4,2.0,0,4,1,1,1,1,2006,60401,0,0,25000,12500
95116,531210,2007,62,16,1.0,0,16,0,1,2,1,2007,15000,1,15000,15000,7500
90044,531210,2007,84,1,1.0,0,1,0,1,2,1,2007,20500,0,0,15000,7500
94531,531210,2006,240,15,1.0,5,0,1,1,0,1,2006,286000,0,0,286000,286000
91792,531320,2007,61,2,1.0,0,2,0,1,2,1,2007,16972,1,9972,12000,6000
90066,532230,1998,120,2,1.0,0,0,1,0,0,1,1998,100000,0,0,100000,80000
93105,531210,2007,55,2,2.0,0,2,0,1,2,1,2007,22000,1,10220,12000,6000
95834,531210,2006,240,5,2.0,30,0,1,1,0,1,2006,165000,0,0,165000,165000
92656,531311,2007,61,1,2.0,0,1,0,1,1,1,2007,38000,1,34000,35000,17500
95138,531210,2006,240,7,1.0,4,0,1,1,0,1,2007,724000,0,0,724000,724000
91776,531210,1998,84,25,1.0,0,0,1,0,1,1,1998,32900,0,0,32900,16450
90277,532220,2007,101,3,1.0,2,3,0,1,2,1,2007,200000,1,183829,200000,150000
90605,531210,2007,30,1,1.0,0,1,0,1,1,1,2007,24796,1,5716,10000,5000
90808,531390,2006,49,3,1.0,2,5,1,1,1,1,2006,14994,1,9989,10000,5000
90036,532111,2007,43,7,1.0,0,7,0,1,1,1,2007,40000,1,19313,20000,10000
94086,531390,2007,84,2,1.0,1,2,0,1,2,1,2007,100000,0,0,100000,50000
94536,531210,2006,37,1,1.0,0,1,1,1,1,1,2006,95209,1,49645,50000,25000
90068,532210,2006,240,5,1.0,5,0,1,1,0,1,2006,371000,0,0,371000,371000
95351,531130,2007,63,12,1.0,2,14,0,1,1,1,2007,85125,1,45507,50000,25000
92632,531120,1998,276,3,1.0,0,0,1,0,2,1,1998,970000,0,0,1050000,749994
94110,531210,2007,32,2,1.0,0,2,0,1,1,1,2007,49700,1,20755,25000,12500
95138,531210,2006,240,7,1.0,2,0,1,1,0,1,2007,598000,0,0,598000,598000
90502,531110,2007,35,3,1.0,1,3,0,1,1,1,2007,116738,1,50000,50000,25000
92408,531210,2006,240,7,1.0,7,0,1,1,0,1,2007,1003000,0,0,1003000,1003000
94560,531210,2006,257,2,1.0,0,2,1,1,0,1,2006,676500,1,405890,716300,537225
92253,531390,2006,51,1,1.0,0,0,1,1,1,1,2006,14002,1,4954,5000,2500
91367,531210,2007,68,20,1.0,50,20,0,1,2,1,2007,100000,1,92524,100000,50000
92019,531120,2006,240,1,1.0,26,0,1,1,0,1,2009,1836000,0,0,1836000,1836000
91104,531120,2006,240,6,2.0,8,6,1,1,0,1,2006,1386000,0,0,1386000,1386000
91405,531312,2007,300,4,1.0,1,3,0,1,2,1,2007,1329000,0,0,1329000,996750
91405,531312,2007,300,4,1.0,1,3,0,1,2,1,2007,120000,0,0,120000,90000
91910,531210,2007,83,2,1.0,1,2,0,1,2,1,2007,25000,1,24221,25000,21250
91910,531210,2007,68,5,1.0,0,5,0,1,1,1,2007,57000,1,50000,50000,25000
92114,532230,2007,82,1,2.0,0,1,0,1,2,1,2007,25000,1,20689,25000,21250
95111,531210,2006,240,140,1.0,45,0,68060,1,0,1,2007,764000,0,0,893000,893000
95120,531210,2007,84,2,1.0,0,2,0,1,1,1,2007,73750,0,0,35000,17500
95161,531311,2007,43,4,1.0,0,4,0,1,3,1,2007,35000,1,35000,35000,17500
92647,531311,2007,69,3,1.0,0,3,0,1,1,1,2007,55000,1,34421,55000,27500
90501,532210,2007,60,1,2.0,1,1,0,1,2,1,2007,149800,1,78098,149800,127330
95648,531311,2007,72,2,1.0,0,2,0,1,1,1,2007,47000,1,35000,35000,17500
95501,531210,2007,84,1,1.0,0,1,0,2,1,1,2008,52808,0,0,20000,10000
94510,531390,2007,84,1,1.0,0,1,0,1,1,1,2007,125347,0,0,50000,25000
92606,531120,2006,36,6,1.0,3,9,1,1,1,1,2007,150000,0,0,150000,75000
95403,531320,2007,71,1,1.0,1,1,0,1,2,1,2007,25000,1,23709,25000,12500
92612,531210,2006,72,2,1.0,0,2,1,2,1,1,2008,101508,1,48842,50000,25000
90746,531210,2006,38,8,1.0,0,8,1,2,1,1,2006,118150,1,44959,45000,22500
91601,531120,2006,84,5,1.0,9,5,1,1,0,1,2006,170000,0,0,170000,127500
93921,531210,2007,84,1,1.0,0,1,0,1,1,1,2007,30000,0,0,25000,12500
92108,531210,2007,70,10,1.0,1,10,0,1,1,1,2007,100390,1,47648,50000,25000
92543,531120,2007,74,1,2.0,0,4,0,2,2,1,2007,493800,1,493800,493800,370350
92021,532299,2006,84,5,1.0,1,6,1,1,1,1,2007,129783,0,0,35000,17500
92701,531210,2006,243,11,1.0,7,4,1,1,0,1,2006,882000,1,219484,882000,661500
90292,532230,2007,61,5,2.0,0,5,0,1,2,1,2007,25000,1,21189,25000,12500
94568,531210,2007,68,1,1.0,0,1,0,1,1,1,2007,10000,1,9800,10000,5000
95382,531210,2007,84,1,2.0,0,1,0,1,3,1,2007,5000,0,0,5000,2500
92557,531390,2007,84,4,2.0,0,4,0,1,1,1,2007,8500,0,0,4500,2250
95641,532120,2007,31,1,2.0,0,1,0,2,1,1,2007,11987,1,6400,8000,4000
93638,531210,2006,289,5,1.0,2,5,68905,1,0,1,2006,1480000,1,776318,1493000,1119750
91764,531210,2007,55,9,1.0,0,9,0,1,3,1,2007,67328,1,34656,50000,25000
92344,531390,2007,68,3,1.0,0,3,0,1,1,1,2007,72676,1,49912,50000,25000
90007,531390,2006,59,6,1.0,3,6,1,1,1,1,2006,109495,1,83771,100000,50000
91706,531210,2007,74,13,1.0,3,13,0,1,3,1,2007,35000,1,34953,35000,17500
90254,532292,2006,55,7,1.0,0,7,1,1,1,1,2006,55550,1,47876,50000,25000
94560,531311,2007,84,2,1.0,0,2,0,1,1,1,2007,50000,0,0,50000,25000
93638,531210,2006,297,15,1.0,0,0,1,2,2,1,2006,271900,1,208072,271900,203925
90680,531320,2007,23,3,1.0,0,3,0,1,1,1,2007,45776,1,17809,20000,10000
92660,531390,2007,51,1,1.0,0,1,0,1,1,1,2007,135269,1,50000,50000,25000
91316,531210,2007,64,56,1.0,0,56,0,1,2,1,2007,35000,1,35000,35000,17500
95377,531210,2007,71,3,1.0,0,3,0,1,1,1,2007,30000,1,29998,30000,15000
95650,531210,2007,84,3,2.0,0,3,0,1,1,1,2007,5000,0,0,5000,2500
92109,531320,2007,287,6,1.0,0,6,1,1,0,1,2006,658000,1,388255,658000,493500
93458,532310,2007,84,1,1.0,0,1,0,1,1,1,2007,15382,0,0,8000,4000
92116,531210,2007,84,4,1.0,0,4,0,1,2,1,2007,50000,0,0,50000,25000
92109,531320,2007,287,6,1.0,0,6,1,1,0,1,2006,85000,1,83522,120500,90375
90010,531311,2007,58,7,1.0,0,7,1,2,1,1,2006,64696,1,49468,50000,25000
90057,531210,2007,40,0,2.0,0,0,0,1,2,1,2007,15000,0,9662,15000,12750
95765,531390,2007,63,1,2.0,0,1,0,1,2,1,2007,11000,1,6000,6000,3000
92592,531390,2007,84,1,2.0,0,1,1,1,1,1,2006,20100,0,0,10000,5000
94597,531210,2007,98,2,2.0,2,2,28233,1,0,1,2007,251000,1,140529,251000,188250
90660,532310,2007,120,8,1.0,0,8,1,1,0,1,2006,300000,0,0,300000,225000
92562,531210,2007,240,18,1.0,4,0,1,1,0,1,2007,146000,0,0,180000,180000
94104,531320,2007,84,3,1.0,1,4,0,1,1,1,2007,93800,0,0,25000,12500
90211,531312,2007,19,1,1.0,0,1,0,1,1,1,2007,32321,1,10283,15000,7500
92685,531210,2007,68,1,1.0,0,1,0,1,2,1,2007,30000,1,30000,30000,15000
95610,531210,2007,59,2,2.0,0,2,0,1,1,1,2007,52500,1,35000,35000,17500
90831,531210,2007,45,6,1.0,0,6,0,1,1,1,2007,51500,1,33000,35000,17500
90005,532112,1999,108,3,1.0,0,0,1,0,0,2,1998,76000,0,0,76000,60800
95023,531320,2007,84,1,1.0,0,1,0,1,1,1,2007,58372,0,0,30000,15000
94547,531210,2007,275,2,1.0,0,2,1,1,0,1,2006,612000,1,334176,612000,459000
90045,531390,2007,64,15,1.0,2,15,0,1,2,1,2007,14500,1,9800,10000,5000
93551,531210,2007,45,20,1.0,20,40,0,1,1,1,2007,227232,1,88462,90000,45000
92123,532412,2007,240,36,1.0,4,36,1,1,0,1,2007,804000,0,0,804000,804000
94117,532230,2007,36,2,1.0,0,2,0,1,2,1,2007,15000,1,8296,15000,12750
91913,531210,2007,90,2,1.0,0,2,0,1,2,1,2007,25000,1,22592,25000,21250
95630,531210,2007,291,1,1.0,0,1,1,1,0,1,2006,540000,1,205202,540000,405000
94114,532230,1999,84,5,1.0,0,5,1,0,0,1,1998,326000,0,0,326000,244500
93410,531210,2007,288,3,1.0,2,5,1,1,0,1,2006,534200,0,0,534200,400650
94590,531210,2007,47,6,1.0,0,6,0,1,1,1,2007,75015,1,29776,30000,15000
92831,532230,2007,93,2,1.0,0,2,0,1,2,1,2007,200000,1,189555,200000,100000
92553,531210,2007,71,10,2.0,0,10,0,1,1,1,2007,35000,1,35000,35000,17500
90015,531210,2007,120,0,2.0,11,11,69149,1,2,1,2007,350000,0,0,350000,262500
91722,532230,2007,60,5,1.0,0,5,1,1,0,1,2006,80000,0,0,80000,40000
91344,531390,2007,56,2,1.0,0,2,1,1,1,1,2006,34307,1,23509,25000,12500
93401,531210,2007,12,2,2.0,2,4,1,2,1,1,2006,43550,0,0,25000,12500
91744,531210,2007,48,8,1.0,0,8,0,1,1,1,2007,72150,1,34300,35000,17500
94030,531210,2007,69,6,1.0,0,6,0,1,1,1,2007,35000,1,35000,35000,17500
90807,531210,2007,240,10,1.0,7,10,1,1,0,1,2007,234000,0,0,234000,234000
94947,531320,2007,58,1,1.0,0,1,0,1,1,1,2007,41711,1,16950,20000,10000
90703,531210,2007,70,9,1.0,1,9,0,1,1,1,2007,65000,1,40000,40000,20000
91402,531311,2007,63,3,1.0,0,3,1,2,1,1,2006,102088,1,49671,50000,25000
91406,532291,2007,65,3,1.0,0,3,1,1,1,1,2006,50000,1,49166,50000,25000
90266,531390,2007,59,4,1.0,0,4,0,1,2,1,2007,80000,1,50000,50000,25000
92860,531210,2007,69,2,1.0,0,2,0,1,2,1,2007,25000,1,23212,25000,12500
